"id","limit_bal_usd","sex","education","marriage","age","pay_0","pay_2","pay_3","pay_4","pay_5","pay_6","bill_amt1_usd","bill_amt2_usd","bill_amt3_usd","bill_amt4_usd","bill_amt5_usd","bill_amt6_usd","pay_amt1_usd","pay_amt2_usd","pay_amt3_usd","pay_amt4_usd","pay_amt5_usd","pay_amt6_usd","default_flag","worst_payment_status"
8871,"6080.000",2,2,1,45,0,0,0,0,0,0,"4598.432","4042.784","3884.096","2408.064","2528.896","2609.536","149.248","135.104","86.560","160.000","128.000","160.000",0,0
8872,"2560.000",1,1,2,37,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
8873,"16000.000",2,2,2,37,0,0,0,0,0,0,"1652.864","945.600","1057.280","984.224","1137.888","1247.392","169.600","128.000","96.000","169.600","160.000","160.000",0,0
8874,"11520.000",2,1,2,42,-2,-1,-1,-1,-1,-2,"1459.296","953.216","94.400","203.712","367.360","7.104","956.224","94.400","203.712","367.360","7.104","137.120",0,-1
8875,"1920.000",1,3,2,24,0,0,0,0,0,-1,"1064.640","532.352","554.272","557.472","589.472","28.512","54.880","44.800","16.000","32.000","28.800","608.000",0,0
8876,"4480.000",2,1,2,25,-1,-1,-1,-1,-1,-1,"51.360","59.008","41.952","20.576","81.952","46.080","59.008","41.952","20.576","81.952","46.080","50.624",0,-1
8877,"1600.000",2,2,1,37,0,0,0,0,0,0,"807.488","752.576","695.872","578.624","590.752","602.560","44.288","41.600","22.400","21.440","21.632","22.400",0,0
8878,"960.000",1,3,1,41,1,2,2,2,2,2,"151.776","179.488","171.872","186.656","179.008","194.368","34.880","0.000","17.664","0.000","18.336","0.000",1,2
8879,"4800.000",2,3,1,28,0,0,0,0,-1,-1,"2257.184","1231.168","297.568","329.568","24.288","0.000","256.000","64.000","32.000","24.288","0.000","0.000",0,0
8880,"5760.000",2,2,1,26,-2,-2,-2,-2,-2,-1,"1685.312","5823.584","5800.160","5594.400","4509.088","5672.224","8730.144","224.544","262.432","263.872","5975.424","256.000",0,-1
8881,"21120.000",2,2,2,33,0,0,0,0,0,0,"15863.552","12488.256","11179.552","10610.080","10547.328","10322.592","428.576","387.616","384.128","384.256","368.096","384.608",0,0
8882,"6720.000",1,1,2,28,1,0,0,0,0,0,"172.704","162.528","192.640","196.576","200.576","12.768","160.000","32.000","3.936","4.000","0.000","40.960",0,1
8883,"7360.000",2,5,2,52,0,0,0,0,0,0,"4964.192","5013.984","4916.320","2384.096","1480.128","4541.312","212.512","192.480","85.216","160.480","3203.040","160.864",0,0
8884,"3200.000",1,2,1,24,1,2,2,2,2,2,"423.456","429.664","435.488","469.856","480.032","489.792","22.400","22.400","41.600","22.400","22.400","0.000",1,2
8885,"1600.000",1,3,1,43,0,0,0,0,0,0,"180.896","540.480","563.392","574.560","589.376","595.232","362.880","41.600","20.512","24.032","18.336","15.232",0,0
8886,"10880.000",1,2,1,38,0,0,-1,-1,-1,0,"267.104","166.080","19.584","45.728","624.416","628.800","64.000","19.584","45.728","624.416","96.000","96.000",0,0
8887,"2240.000",1,3,0,26,1,2,2,0,0,0,"1250.336","1284.928","1254.848","1275.552","1314.016","1373.376","64.000","0.000","51.200","64.000","86.400","48.000",1,2
8888,"7040.000",2,1,1,43,0,0,2,-1,0,-1,"219.936","157.152","66.560","66.560","133.120","66.560","71.360","0.000","66.560","66.560","66.560","133.120",0,2
8889,"5440.000",2,2,1,30,-1,-1,0,0,0,2,"78.624","147.168","805.056","1968.768","2008.928","1900.480","147.168","736.000","1280.000","141.376","0.000","89.600",1,2
8890,"8960.000",1,2,2,26,-2,-2,-2,-2,-2,-2,"67.296","88.576","141.600","738.656","15.648","93.984","88.992","142.304","742.336","15.712","94.432","0.000",0,-2
8891,"11840.000",2,1,1,39,0,0,0,0,0,0,"4529.664","2167.648","1571.104","1542.912","1525.600","1538.368","69.024","64.000","53.376","64.000","96.000","32.000",0,0
8892,"14400.000",1,1,2,36,-1,-1,-2,-2,-2,-2,"80.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",1,-1
8893,"4160.000",1,2,2,28,0,0,0,0,0,0,"2833.568","2387.968","2436.256","2484.736","2539.840","2562.272","86.688","88.000","88.544","94.752","93.216","96.000",0,0
8894,"12800.000",2,1,1,32,1,-1,-1,-1,-1,-1,"0.000","106.496","106.496","122.496","156.576","149.984","212.992","106.496","122.496","156.576","149.984","96.256",0,1
8895,"2880.000",1,1,2,29,0,0,0,0,0,0,"2328.768","2162.688","1855.520","1800.576","1791.040","1818.400","92.800","86.400","70.400","67.200","70.400","70.400",0,0
8896,"14400.000",1,1,1,33,-1,-1,-1,-1,-1,-1,"12.480","12.480","12.480","12.480","12.448","31.680","12.480","12.480","12.480","12.448","31.744","24.960",0,-1
8897,"4160.000",2,2,2,33,0,0,0,0,0,0,"4088.992","3914.208","3445.568","2872.960","2900.000","2895.744","150.400","112.000","102.400","102.400","105.600","99.200",0,0
8898,"640.000",2,1,2,24,-1,2,0,0,0,2,"614.848","502.496","317.248","262.400","380.032","153.344","0.000","32.000","0.000","160.000","172.800","426.368",0,2
8899,"1600.000",2,2,1,27,2,2,0,0,0,0,"1596.224","1411.520","1422.176","624.704","632.800","650.400","0.000","40.960","21.184","26.784","32.000","35.840",1,2
8900,"6400.000",2,2,2,29,0,0,0,0,0,0,"2976.160","2648.000","2530.048","2421.024","2318.432","2045.408","112.000","96.000","96.000","96.000","96.000","64.000",0,0
8901,"4800.000",1,1,2,55,-1,-1,-1,-1,-1,-1,"9.312","9.312","9.312","9.120","66.720","277.408","9.312","9.312","9.120","66.912","278.240","2388.672",0,-1
8902,"8000.000",2,1,2,40,-1,-1,-1,-1,-1,-1,"104.448","76.640","95.552","799.072","16.000","69.184","76.640","95.712","805.920","16.000","69.184","0.000",0,-1
8903,"8640.000",1,1,1,47,-1,0,0,-1,-1,-1,"189.056","256.096","260.992","178.304","118.304","624.928","71.104","65.280","179.168","118.880","628.032","88.864",0,0
8904,"8320.000",1,1,2,36,0,0,0,0,0,0,"3124.032","3189.600","1917.888","1973.760","2092.896","2135.840","166.240","94.752","96.000","160.000","86.400","89.600",0,0
8905,"3520.000",1,2,1,34,0,0,0,0,0,0,"3284.416","3253.792","3210.112","3216.384","3270.880","3325.088","147.200","128.000","128.000","121.600","128.000","128.000",0,0
8906,"1600.000",1,2,2,25,2,2,4,3,2,2,"1372.256","1532.384","1498.752","1465.120","1504.096","1538.720","192.000","0.000","0.000","67.200","64.000","0.000",0,4
8907,"6400.000",1,2,1,49,-1,0,-1,0,-1,-1,"260.576","1275.808","1237.920","708.000","568.896","779.328","1251.200","1240.288","3.264","571.776","804.000","1120.992",0,0
8908,"1920.000",2,2,2,25,0,0,0,0,0,0,"1710.304","1655.488","1609.376","853.344","851.456","885.280","64.800","160.000","64.000","32.000","48.000","32.000",0,0
8909,"6400.000",1,2,1,46,1,-1,-1,-1,-1,-1,"0.000","24.320","40.992","42.496","35.648","38.560","24.320","40.992","42.496","35.648","38.560","44.896",0,1
8910,"1600.000",1,3,1,38,-1,-1,-1,-1,-1,0,"305.152","0.000","40.352","40.352","80.704","40.352","224.448","40.352","40.352","80.704","0.000","24.960",0,0
8911,"2240.000",2,1,2,22,3,2,2,0,0,0,"2288.032","2296.608","2192.960","958.688","938.080","921.760","62.912","1.568","37.376","33.024","38.400","38.400",0,3
8912,"1600.000",2,1,2,24,0,0,0,0,0,0,"1551.424","1267.296","755.520","578.528","597.376","552.736","64.000","48.128","32.000","32.000","32.000","32.000",0,0
8913,"7360.000",2,3,2,34,0,-1,0,0,0,0,"37.792","44.608","45.216","44.224","38.432","26.240","44.608","38.400","36.800","32.000","25.600","64.000",0,0
8914,"640.000",2,2,1,45,-1,-1,-1,0,-1,-1,"346.464","264.448","79.360","12.480","28.160","49.920","264.448","79.360","0.000","28.160","34.240","1280.000",0,0
8915,"10560.000",1,2,2,28,0,0,0,0,0,0,"1704.320","1190.624","1297.920","1343.296","1495.296","1296.064","64.000","128.000","64.000","161.248","69.248","64.000",0,0
8916,"1600.000",2,3,2,51,0,0,0,0,0,0,"853.120","861.088","879.520","879.264","884.832","891.296","56.416","55.328","35.552","36.384","38.016","31.904",1,0
8917,"14720.000",1,1,1,42,-1,-1,-1,-1,-1,2,"381.568","247.072","54.752","-0.064","228.032","63.872","247.296","71.328","0.064","228.096","0.320","30.624",0,2
8918,"960.000",2,2,2,27,0,0,0,0,0,0,"840.448","881.152","920.672","887.808","905.664","951.200","64.000","64.160","32.000","32.000","72.000","0.000",1,0
8919,"6400.000",1,3,2,30,0,0,0,0,0,0,"3553.696","3592.608","2455.232","2319.584","2371.456","2145.152","160.640","128.160","89.600","105.600","96.000","86.400",0,0
8920,"1600.000",1,1,2,23,2,3,2,0,0,0,"241.824","233.376","256.544","277.984","289.536","297.792","0.000","32.000","25.920","16.000","13.056","16.000",1,3
8921,"1600.000",1,2,1,38,0,0,0,0,0,0,"823.744","745.600","680.512","621.376","618.080","593.888","43.904","41.152","21.312","21.760","26.112","26.208",0,0
8922,"6400.000",1,2,1,33,-1,-1,-1,-1,-1,-1,"107.296","170.912","190.912","107.136","161.632","228.096","170.912","190.912","107.136","161.952","228.096","151.104",0,-1
8923,"11520.000",2,1,2,38,0,0,0,0,0,0,"1697.120","1732.000","1764.320","1748.640","1755.488","1763.584","111.744","110.464","61.184","64.000","66.912","61.728",0,0
8924,"7360.000",1,1,2,43,-1,0,0,0,0,0,"36.992","348.544","641.248","929.440","2385.632","2949.824","320.000","320.000","320.000","53.792","3302.304","104.544",0,0
8925,"6400.000",2,2,1,34,0,0,0,0,0,0,"2184.384","1706.528","1415.104","1179.808","1012.480","810.688","89.312","85.376","58.240","64.000","28.224","19.200",0,0
8926,"640.000",1,3,1,51,0,0,0,0,2,2,"458.912","491.872","524.000","604.960","622.784","606.944","40.512","40.640","89.600","32.000","0.000","16.384",1,2
8927,"6400.000",1,2,1,41,0,0,0,0,0,0,"6200.992","6308.224","6240.352","6303.552","6005.984","6207.296","320.000","224.320","256.000","224.000","464.000","179.200",0,0
8928,"960.000",2,1,2,27,-2,-2,-2,-2,-2,-2,"57.088","217.632","67.776","133.472","54.848","64.032","219.360","67.776","133.472","54.848","64.032","0.000",0,-2
8929,"11520.000",2,1,1,31,0,0,0,0,0,-1,"212.992","215.104","275.360","908.960","-3.360","124.640","64.000","128.000","640.000","160.000","128.000","28.448",0,0
8930,"320.000",1,2,2,29,2,2,2,2,3,2,"186.656","261.184","271.360","290.848","277.056","267.904","83.200","19.200","28.640","0.000","0.000","24.448",1,3
8931,"5760.000",2,2,1,34,0,0,0,0,0,0,"5794.432","5386.816","5416.896","5480.768","5430.112","5560.320","192.416","201.824","201.600","201.600","224.000","448.000",0,0
8932,"8640.000",1,2,2,31,-2,-2,-2,-2,-2,-2,"0.000","48.672","0.000","0.000","0.000","0.000","48.672","0.000","0.000","0.000","0.000","6.400",0,-2
8933,"7680.000",2,2,2,42,1,2,2,0,0,0,"6001.856","5994.656","5226.624","5338.016","5463.648","5585.024","214.400","0.000","220.800","192.000","192.000","192.000",1,2
8934,"8960.000",2,2,2,43,0,0,0,0,0,0,"999.936","1026.592","1052.704","1067.200","1089.504","1104.800","48.864","49.312","38.144","39.456","39.648","40.736",0,0
8935,"10560.000",1,2,1,34,-1,-1,-2,-2,-2,-2,"28.832","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,-1
8936,"6400.000",2,3,2,46,-2,-2,-2,-2,-2,-2,"445.728","90.784","188.544","72.544","373.728","0.000","90.784","188.544","72.544","373.728","0.000","0.000",0,-2
8937,"3200.000",1,3,2,36,2,0,0,0,0,2,"1233.472","1353.536","1364.352","1431.296","1574.144","1644.512","140.800","32.896","99.840","198.976","128.512","145.152",0,2
8938,"5440.000",2,1,2,30,2,0,0,0,0,0,"872.544","912.736","951.744","965.856","993.312","1019.872","64.000","64.000","39.456","48.000","48.000","64.000",1,2
8939,"6720.000",2,1,2,29,0,0,0,0,0,0,"117.600","142.720","177.344","492.096","579.392","601.728","34.624","37.248","320.000","96.000","32.000","32.000",0,0
8940,"3200.000",1,2,2,26,0,0,0,0,0,0,"1029.952","1054.368","1077.760","1101.408","1209.024","2437.920","64.000","64.000","64.000","144.000","1280.000","96.000",0,0
8941,"6400.000",2,3,1,67,0,0,0,0,0,0,"6018.304","5333.376","5104.416","4827.264","4863.872","4726.080","544.448","480.608","480.000","480.000","320.000","320.000",0,0
8942,"7360.000",1,2,2,30,0,0,0,0,0,0,"3258.624","2956.672","2697.504","1589.792","1479.168","1433.600","160.000","128.000","64.928","64.000","80.000","41.600",0,0
8943,"2880.000",2,3,2,35,0,0,0,0,0,0,"3235.392","3078.912","2878.848","953.664","933.568","835.552","134.656","128.704","21.952","24.096","23.680","161.088",0,0
8944,"5440.000",2,2,1,28,0,0,0,0,0,0,"3376.288","3406.240","2198.496","2122.816","1988.320","2102.592","137.120","96.000","96.000","96.000","160.000","96.000",0,0
8945,"3200.000",2,2,1,42,2,2,0,0,0,0,"3247.808","3167.808","3099.040","3105.184","2991.360","3056.512","0.416","118.688","128.000","112.000","115.200","112.000",1,2
8946,"640.000",1,3,2,24,0,0,0,0,-1,-1,"572.640","627.136","630.432","111.552","6.368","0.000","64.000","32.000","12.800","6.368","0.000","0.000",0,0
8947,"1600.000",1,3,1,53,0,0,0,0,0,0,"211.776","244.512","276.832","282.368","288.256","293.984","36.256","36.576","10.112","10.432","10.496","10.848",0,0
8948,"5760.000",2,3,2,40,-2,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",1,-2
8949,"1920.000",2,2,1,28,0,0,0,0,0,0,"950.432","871.776","903.264","908.576","932.768","922.208","46.816","46.304","44.576","38.400","32.000","41.056",1,0
8950,"2560.000",2,2,1,39,0,0,0,0,0,-1,"280.160","425.280","359.808","430.208","217.024","7.232","160.000","160.000","96.000","64.000","7.232","0.000",0,0
8951,"11200.000",1,1,1,30,-2,-2,-2,-2,-2,-2,"1653.504","1000.000","933.696","933.760","1681.600","1393.216","419.616","387.520","481.408","1031.808","1286.976","3596.992",0,-2
8952,"640.000",1,3,1,28,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
8953,"5120.000",2,3,1,30,-1,-1,0,-1,-1,-1,"70.880","287.264","105.600","344.640","377.600","321.376","287.264","32.000","344.640","377.600","321.376","170.400",0,0
8954,"4800.000",1,3,2,29,1,3,2,2,2,2,"1753.696","1695.872","1637.408","1727.328","1684.448","1872.256","0.000","0.000","128.000","0.000","228.064","0.000",1,3
8955,"4800.000",1,3,1,44,0,-1,-1,0,0,0,"2560.480","620.352","1248.256","623.456","1052.832","281.280","621.376","1280.320","0.608","640.000","0.000","437.408",0,0
8956,"1600.000",1,2,2,46,0,0,0,0,0,0,"1446.592","1466.752","1586.464","597.312","609.856","622.400","75.584","643.296","21.344","22.144","22.688","22.048",0,0
8957,"16000.000",1,1,1,45,-1,-1,-1,-1,0,-1,"198.304","157.888","217.056","368.224","156.256","188.704","159.008","217.664","368.736","0.448","189.248","243.904",0,0
8958,"15360.000",2,2,1,37,-1,-1,-1,-1,-1,-1,"168.608","70.944","311.392","296.704","86.976","47.936","70.944","311.392","296.704","86.976","47.936","36.416",0,-1
8959,"10880.000",1,1,2,44,0,0,0,0,0,0,"2657.888","2740.288","2366.400","1898.368","4995.008","3527.488","640.000","160.000","64.000","3584.000","135.488","128.000",1,0
8960,"5760.000",2,1,1,47,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
8961,"1600.000",2,3,3,45,0,0,0,0,0,0,"820.768","716.128","533.440","269.856","275.488","281.056","43.104","36.416","9.664","9.984","10.144","10.272",0,0
8962,"11520.000",2,1,2,31,0,0,0,0,0,0,"3657.184","3671.872","3689.728","3678.912","3622.656","3632.128","166.400","160.000","128.000","160.000","256.000","128.000",0,0
8963,"11200.000",1,3,1,31,0,0,0,0,0,0,"7440.032","7415.904","6326.048","6655.488","5862.656","6093.952","640.000","640.736","640.448","640.000","640.000","640.000",0,0
8964,"5760.000",1,2,2,30,-1,-1,-1,-1,-1,-1,"320.000","320.000","351.040","409.152","329.600","320.000","320.000","351.040","409.152","329.600","320.000","354.560",0,-1
8965,"1600.000",1,1,1,34,0,0,0,0,0,0,"1450.912","1004.256","519.520","545.120","499.232","523.168","67.680","64.000","64.704","32.000","32.000","64.000",0,0
8966,"2240.000",2,2,1,31,-1,0,0,0,2,2,"220.640","524.192","598.880","724.160","712.832","434.048","320.000","96.000","131.200","0.000","32.000","0.000",1,2
8967,"1280.000",2,3,2,23,2,2,2,0,0,0,"1101.280","1125.440","1097.760","1119.520","1143.008","1165.696","51.200","0.000","40.000","41.472","41.664","43.136",1,2
8968,"8640.000",2,1,1,37,-1,-1,0,0,0,0,"40.224","2293.280","2216.192","2170.944","2183.520","2326.592","2358.400","101.376","96.000","128.000","256.000","96.000",0,0
8969,"2240.000",2,2,2,23,0,0,0,0,0,0,"152.096","186.976","215.040","261.472","228.064","289.408","37.504","33.568","48.000","16.000","64.000","96.000",0,0
8970,"8960.000",1,1,2,41,-2,-2,-2,-2,-2,-2,"186.208","468.992","287.072","183.904","381.664","1285.440","117.856","289.888","185.184","383.520","1291.840","266.048",0,-2
8971,"8320.000",2,2,1,42,0,0,0,0,0,0,"6228.928","5888.256","5576.576","5810.944","5573.888","4925.024","209.280","246.112","410.592","192.480","205.120","307.392",0,0
8972,"640.000",2,1,2,23,0,0,2,0,0,0,"223.616","265.920","320.480","294.240","305.248","306.368","46.208","64.000","10.528","15.744","10.944","11.328",1,2
8973,"2560.000",2,1,2,26,0,0,0,0,0,0,"2500.096","2274.656","1878.880","1260.448","384.384","92.800","107.584","44.448","28.448","28.800","1.856","0.000",1,0
8974,"640.000",1,3,1,27,1,3,2,0,0,-2,"652.352","664.224","614.400","640.000","0.000","0.000","32.000","0.000","32.000","0.000","0.000","0.000",0,3
8975,"9280.000",1,1,2,37,2,0,0,0,0,0,"4200.928","4291.616","4382.336","4469.568","4569.376","5186.912","150.400","153.600","151.520","163.200","688.000","192.000",1,2
8976,"5760.000",2,2,2,33,0,0,0,-1,-1,0,"322.656","358.752","437.408","10.112","3870.752","3947.360","51.200","106.112","10.112","3870.752","160.000","99.200",0,0
8977,"8000.000",2,1,1,43,-1,-1,2,-1,-1,-1,"33.312","219.328","120.768","144.256","93.312","159.008","219.328","0.000","144.256","93.312","159.008","0.000",0,2
8978,"7360.000",1,1,2,30,0,0,0,0,0,0,"4785.440","4380.416","2385.760","1443.200","2060.384","1465.024","1920.000","640.000","160.000","960.000","1120.000","2880.000",0,0
8979,"7680.000",2,2,2,41,0,-1,-1,-1,-1,0,"269.920","5.408","61.216","4.800","15.424","175.424","5.408","61.472","4.800","15.424","160.000","160.000",0,0
8980,"6080.000",2,2,1,34,0,0,0,0,0,0,"4466.208","3258.336","3206.688","2726.976","3605.504","2439.168","144.000","1280.000","800.000","1120.000","92.704","640.000",0,0
8981,"6400.000",1,1,2,29,-1,-1,-1,-1,-1,-1,"5.440","105.600","1232.832","-2.976","597.792","396.768","106.176","1359.904","0.000","600.768","398.752","304.832",0,-1
8982,"960.000",1,2,2,43,0,0,0,0,0,-2,"899.776","936.512","922.528","504.384","0.000","0.000","64.000","38.688","22.400","0.000","0.000","0.000",0,0
8983,"5760.000",2,3,2,42,0,0,0,0,0,0,"3284.672","2651.168","2498.048","2349.984","3458.304","1574.592","160.192","160.000","160.160","1360.000","96.000","64.000",0,0
8984,"6720.000",2,1,2,33,-1,-1,-1,0,0,-2,"60.416","10.240","44.896","13.376","-0.512","-10.944","10.240","45.088","0.000","0.000","0.000","67.456",1,0
8985,"960.000",2,2,1,34,-1,-1,2,-1,-1,3,"162.816","31.872","28.416","20.992","62.624","49.152","31.872","0.000","20.992","62.624","0.000","0.000",1,3
8986,"1920.000",2,2,2,44,0,0,0,0,0,0,"1383.072","1329.248","1291.392","1269.504","1275.616","1290.208","64.672","61.376","44.480","50.432","52.704","48.512",0,0
8987,"6400.000",1,1,1,29,-1,-1,-1,0,0,-1,"9.440","36.160","409.312","1290.912","295.616","32.544","36.160","409.312","896.000","32.000","64.000","2373.728",0,0
8988,"4800.000",2,1,2,35,0,0,2,2,0,0,"4099.264","4375.104","4400.800","4269.792","4346.784","4586.208","404.608","157.632","0.000","163.904","331.168","0.000",1,2
8989,"4160.000",2,1,1,41,-1,-1,2,2,2,0,"24.544","308.384","264.192","476.480","439.744","244.160","313.728","0.000","243.200","0.000","160.000","320.000",1,2
8990,"6720.000",2,2,1,34,0,0,0,0,-1,0,"4770.944","4926.112","5035.456","113.952","1107.200","1042.592","224.000","243.200","32.608","1168.000","96.000","96.000",0,0
8991,"4480.000",2,2,1,37,-1,0,0,0,0,0,"2107.616","2041.696","1983.936","2032.544","1998.816","1989.376","96.000","320.000","208.000","124.800","214.400","64.000",0,0
8992,"2560.000",2,2,1,39,1,2,0,-1,-1,-1,"1247.552","1117.792","1084.480","66.080","166.880","119.840","0.192","32.000","66.080","166.880","119.840","44.480",1,2
8993,"7680.000",2,1,1,36,-1,-1,-1,-1,-1,-1,"389.792","215.872","387.328","89.216","130.688","105.216","215.872","387.328","89.216","130.688","105.216","153.216",0,-1
8994,"1600.000",1,3,2,44,0,0,0,0,0,0,"1540.416","1576.384","1596.096","535.936","549.664","566.112","70.496","68.448","22.400","22.400","25.600","32.000",0,0
8995,"1600.000",1,1,2,30,0,0,2,2,2,0,"1470.336","1626.016","1452.576","1579.232","1455.136","1555.040","192.384","0.320","262.784","38.400","128.256","141.024",0,2
8996,"5120.000",1,2,1,49,-1,-1,-1,-1,-1,-1,"13.920","13.920","13.920","13.920","13.920","13.920","13.920","13.920","13.920","13.920","13.920","27.840",0,-1
8997,"8320.000",2,1,2,31,-1,-1,-1,-1,-1,-1,"19.104","41.728","183.488","796.736","4.800","12.192","41.792","183.488","796.736","124.256","12.192","71.488",0,-1
8998,"2560.000",1,2,2,31,8,7,6,5,4,3,"4057.152","3999.072","3878.912","3123.904","2844.096","2576.576","0.000","0.000","0.000","0.000","0.000","0.000",0,8
8999,"3200.000",2,2,1,46,-1,3,2,0,0,-1,"169.312","161.440","106.752","59.616","12.480","29.760","0.000","0.000","0.000","0.000","29.760","0.000",1,3
9000,"8960.000",2,2,1,35,1,-1,2,-1,-1,0,"-0.096","4.672","4.672","51.072","53.504","51.072","4.768","0.000","51.200","53.504","49.984","10.432",0,2
9001,"1600.000",1,3,2,36,0,0,0,0,-2,-2,"1533.152","1549.376","224.000","0.000","0.000","0.000","69.312","32.000","0.000","0.000","0.000","0.000",0,0
9002,"8320.000",2,1,2,31,-1,-1,-1,-1,-1,0,"52.128","29.856","70.976","130.176","314.528","680.640","29.856","71.040","130.176","314.528","373.760","17.696",0,0
9003,"960.000",1,2,1,36,0,0,2,0,0,0,"590.112","637.952","665.696","692.960","724.672","760.448","57.600","48.000","48.000","48.000","48.000","48.000",1,2
9004,"960.000",2,2,1,25,1,2,0,0,0,0,"971.104","912.544","950.688","954.656","937.792","939.136","0.000","57.600","32.000","33.312","36.416","29.824",0,2
9005,"4160.000",1,2,2,33,2,2,-1,-1,-2,-2,"69.856","64.000","22.400","0.000","0.000","0.000","0.416","22.400","0.000","0.000","0.000","0.000",0,2
9006,"1600.000",2,3,2,48,0,-1,-1,-1,-1,0,"48.000","64.000","44.224","-3.776","436.992","445.664","64.000","44.224","0.000","445.600","15.936","16.512",0,0
9007,"4800.000",1,2,1,35,2,2,2,2,2,2,"4614.208","4668.448","4678.048","4698.816","4760.128","4823.872","211.200","169.600","179.200","176.000","182.400","176.000",1,2
9008,"6400.000",2,1,1,58,-2,-2,-2,-2,-1,-1,"-6.400","-6.400","-6.400","0.000","190.624","0.000","0.000","0.000","6.400","190.624","0.000","0.000",0,-1
9009,"17920.000",1,2,1,32,1,-2,-2,-1,-1,-2,"637.568","521.504","146.976","80.384","366.752","108.864","37.216","32.736","80.608","1488.576","109.472","366.944",0,1
9010,"640.000",1,3,2,26,-1,3,2,0,0,0,"664.960","645.504","620.800","640.000","640.000","0.000","0.000","0.000","32.000","0.000","0.000","0.000",0,3
9011,"8640.000",1,1,1,41,-1,-1,-1,-1,-1,-1,"10.112","10.112","10.112","18.272","246.752","18.272","10.112","10.112","18.272","246.752","18.272","18.272",0,-1
9012,"9600.000",2,1,2,48,2,0,0,0,0,0,"9729.280","9780.064","9782.304","8608.544","8807.360","8333.408","368.000","384.000","320.000","336.000","320.000","320.000",1,2
9013,"3200.000",2,2,1,29,1,4,3,2,2,2,"2728.448","2668.032","2606.240","2646.720","2695.744","2647.360","0.000","0.000","102.400","96.000","0.000","105.600",0,4
9014,"640.000",1,3,2,43,0,0,0,0,0,0,"611.424","643.840","622.240","634.592","623.136","640.288","42.560","40.768","21.120","24.064","28.992","20.800",0,0
9015,"640.000",1,3,1,69,0,0,0,0,0,0,"592.512","614.176","594.496","575.648","625.056","641.248","54.400","64.000","64.000","64.000","26.592","12.800",0,0
9016,"2240.000",1,3,1,56,0,0,0,0,0,0,"1345.248","1482.560","1519.360","1575.744","959.776","947.776","160.000","71.616","96.000","96.000","48.000","48.000",0,0
9017,"1920.000",2,2,2,31,2,0,0,0,2,2,"637.472","671.776","695.552","741.504","725.152","770.784","54.400","44.800","57.600","0.000","57.600","0.000",0,2
9018,"5760.000",2,2,1,51,2,2,0,0,0,0,"483.200","468.064","500.224","505.184","515.744","549.184","0.000","47.840","20.800","21.472","44.832","22.592",0,2
9019,"11520.000",2,1,2,31,-1,-1,-1,-1,-1,-1,"33.312","185.344","43.456","166.688","22.304","-0.128","186.272","43.744","167.040","22.400","0.000","29.888",0,-1
9020,"6400.000",1,1,1,34,2,2,2,2,2,2,"5455.584","5576.256","5628.960","5712.896","5618.592","5764.640","256.000","192.000","224.000","0.000","240.000","192.000",1,2
9021,"5440.000",2,2,1,42,0,0,0,0,0,0,"1208.704","1243.584","1277.248","1297.888","1342.496","1350.720","64.000","64.000","51.520","70.400","51.200","51.200",0,0
9022,"5440.000",2,1,1,51,-2,-2,-2,-2,-2,-2,"149.344","189.120","52.160","74.432","21.120","43.936","189.248","52.160","74.432","21.120","43.936","213.568",0,-2
9023,"1920.000",2,3,1,51,1,-1,-1,-1,-1,-2,"0.000","23.168","0.000","25.120","0.000","0.000","23.168","0.000","25.120","0.000","0.000","0.000",0,1
9024,"960.000",1,2,2,27,1,2,0,-1,2,0,"958.592","911.008","1868.288","945.696","957.856","960.000","0.000","64.000","960.000","32.000","32.000","0.000",1,2
9025,"4480.000",2,1,1,37,0,0,0,0,0,0,"1204.000","1216.736","1266.464","1262.880","1445.760","1414.816","53.024","70.752","46.688","204.736","55.328","52.256",0,0
9026,"640.000",1,1,2,25,0,0,0,0,0,0,"507.136","540.256","570.848","577.280","589.248","518.816","51.040","49.632","24.064","24.736","24.704","11.328",0,0
9027,"640.000",2,1,2,27,0,0,0,0,-1,-1,"450.816","282.944","212.896","94.272","37.952","13.312","35.552","32.288","0.224","38.080","13.312","26.592",0,0
9028,"16640.000",1,1,2,39,-1,-1,-1,-1,-1,-1,"424.736","406.688","175.360","172.704","2244.384","378.208","406.784","175.584","172.704","2244.384","378.240","252.416",0,-1
9029,"960.000",2,2,2,22,0,0,-1,2,-1,-1,"331.136","297.184","60.800","4.800","81.856","90.528","32.416","60.800","0.000","81.856","90.528","96.000",0,2
